spotify_song_id,danceability,acousticness,valence,tempo,energy,time_signature,mode,loudness,key,id
2r2hR9gGMdusndlRzhM0cc,0.0672,0.938,0.0445,71.831,0.0662,4,1,-23.601,4,248
3Yh0UKUflS0LTuJjUJgKNI,0.388,0.937,0.102,140.636,0.263,4,1,-20.396,7,249
5zMuzsE5kvd54FwraufeeK,0.079,0.102,0.111,81.277,0.149,1,0,-20.372,7,250
3SZyzIH61YD58TzEsebx67,0.692,0.975,0.821,129.543,0.124,4,1,-17.186,7,251
0hDA9MbcHvBpY9ukNTPoed,0.165,0.969,0.0581,130.291,0.0906,4,1,-21.69,9,252
6mo6D7Jh6guYnbcq7wZVlg,0.301,0.963,0.176,80.091,0.066,4,1,-20.052,5,253
2PHZPYwfvkEDmyhIez05fq,0.437,0.977,0.048,101.011,0.123,3,0,-14.54,11,254
66m55ZqXx2Xlapb0eAyxr5,0.12,0.843,0.0391,92.315,0.0774,4,0,-23.304,4,255
4Wa9WkQSacZDsJQgov27DA,0.253,0.893,0.0312,106.235,0.0251,4,1,-22.818,10,256
1VcGL267AesH4UouorKhsE,0.132,0.914,0.0697,68.734,0.264,3,0,-20.499,7,257
2FR2V6DXmSS6GIaYs9nQ49,0.153,0.977,0.0379,105.257,0.0327,3,1,-24.234,7,258
72avKXjk0UTESGbVsxmjwG,0.28,0.992,0.0395,75.931,0.0058,4,1,-36.734,11,259
14IofgkBxOeRo43NjPBNUN,0.304,0.926,0.157,148.732,0.0898,3,0,-23.223,5,260
0uQh79gIj7IgFI68CLmk6d,0.283,0.819,0.136,138.82,0.273,4,1,-16.699,0,261
5mTcBl0HXShCJuMV0hXbo6,0.287,0.996,0.174,64.955,0.0685,4,0,-23.712,0,262
3ytUgxZj1EYHb8zlk5VKk6,0.0804,0.767,0.0498,82.14,0.0836,3,1,-21.007,11,263
1UBd7aWHZCz8yirI9KCvAU,0.0993,0.692,0.0382,71.062,0.0902,3,1,-26.307,1,264
6ZFbXIJkuI1dVNWvzJzown,0.221,0.155,0.0401,126.622,0.0879,4,1,-16.996,7,265
0QhS1nUm7KHdR4fCLWorbR,0.134,0.955,0.0575,87.115,0.0417,4,0,-30.472,2,266
3T9HSgS5jBFdXIBPav51gj,0.228,0.986,0.0378,104.304,0.179,4,1,-15.727,10,267
0kbLBB45YGGWNu3AUL6FIL,0.421,0.842,0.181,104.111,0.117,4,1,-17.703,2,268
245S8bjhSlQmrdOClFKrdG,0.255,0.965,0.0517,101.826,0.0499,3,1,-22.288,5,269
00ne3qRgc0JqY6MNYfhWri,0.317,0.995,0.0395,70.137,0.0156,4,1,-26.996,1,270
4fGNcmaagZKOZ5bIgqosLg,0.458,0.968,0.46,102.268,0.0339,4,0,-26.295,6,271
4IDn6FlDFosueSOH0mfExb,0.108,0.969,0.0494,69.395,0.0439,4,1,-28.888,7,272
0x4BHMMfw7P0xyynPTj8RY,0.382,0.993,0.0883,70.068,0.0374,4,1,-29.641,6,273
5QFdOfeQlX8gp7ick31XRG,0.277,0.492,0.0357,96.008,0.182,4,0,-19.69,2,274
2txF2tgoSqvV4Mxqq0hBri,0.264,0.903,0.171,116.51,0.182,4,1,-17.877,2,275
1bzFjrI7CYXDcyEYY2iT7M,0.134,0.978,0.0398,84.088,0.0535,3,1,-24.726,2,276
1IM8x4lxZVOOP9gpQD6c5s,0.442,0.906,0.172,115.884,0.181,4,0,-20.419,7,277
0NvKyH2zVnhLcgMM7wAuK6,0.0736,0.87,0.0291,80.369,0.0992,4,0,-17.863,5,278
7HFMXOWQv6Mhi2Trgl3NyN,0.417,0.877,0.708,176.499,0.228,4,1,-23.152,2,279
6tEO7bieJDK8CAI0zplfu0,0.401,0.987,0.126,98.402,0.294,4,1,-18.69,2,280
5a0kmXboO0YnA8TAA7pYSm,0.527,0.53,0.15,126.798,0.363,3,1,-12.053,0,281
3qmBqj3EmghQ4UayTRBbL1,0.107,0.994,0.0317,84.329,0.032,4,0,-29.055,2,282
1my4A3uRDX1AU1xRDiEPni,0.219,0.911,0.0756,96.664,0.26,4,1,-16.721,2,283
5XagtNKNl6E0VFn2d355oe,0.236,0.772,0.0698,77.536,0.268,4,0,-17.209,5,284
6fvu2d6gHAdiNCMco4lTxK,0.0677,0.994,0.0372,73.509,0.0581,3,0,-25.662,2,285
1XIOHToglHMmtXXs1wZLiG,0.104,0.958,0.0271,91.597,0.123,3,1,-15.678,7,286
4XFnHO9oybBaU0h9PgDM3C,0.529,0.873,0.194,123.034,0.144,4,0,-13.893,9,287
1HmZgTVaxF2xRdPaxO7hAf,0.153,0.669,0.0398,94.578,0.0311,3,1,-26.357,7,288
74K5lZTuJa2w87IPTzxKaz,0.214,0.865,0.124,113.469,0.272,4,1,-13.276,2,289
14ZvL9Wc06Rw6MMyZxJnIu,0.221,0.933,0.033,81.835,0.236,5,1,-17.51,0,290
2W2d36UbMqfzhmufiInwJr,0.436,0.992,0.274,122.168,0.0614,1,1,-20.528,1,291
7MAnaswAFhCkeE7fkL1C3g,0.141,0.932,0.184,49.396,0.049,3,1,-25.746,10,292
5gMVhIqRq96a5pnfuj8HL0,0.474,0.991,0.0656,79.1,0.0118,3,0,-31.108,9,293
7ivXObFl4X6vZUa4cKgApz,0.404,0.994,0.11,102.929,0.0188,3,0,-28.329,11,294
1P30rGmTCmtkYzjddyfpss,0.348,0.741,0.0504,116.8,0.368,3,0,-11.518,10,295
4bnCkXd6QSOe4gbuW81Iiv,0.388,0.842,0.347,110.622,0.199,4,1,-21.633,10,296
7bYwm4LQaOsardfDdbVZg6,0.227,0.984,0.0357,74.779,0.00106,4,0,-40.607,5,297
4yRMcsWVWCYGQPj5am1UCP,0.218,0.772,0.0695,78.962,0.19,3,1,-20.281,7,298
3iaolMs6LZvutK4RMNIPi8,0.381,0.934,0.39,103.237,0.0907,4,0,-24.976,3,299
7JhTcgo91ELuSZb31yTtH6,0.468,0.937,0.683,114.009,0.275,4,1,-18.29,7,300
1MvddhnZis1nzjRiwpWhW1,0.176,0.929,0.039,103.136,0.0325,3,1,-22.866,3,301
3TS8dzeNPYd0PsiSgKkJmF,0.339,0.665,0.279,68.796,0.236,3,1,-19.065,5,302
63Z31oZibDijG6yxCfkjI2,0.528,0.992,0.789,105.66,0.232,4,0,-22.898,9,303
0itndpPjxQrWj1mDENoKmG,0.167,0.538,0.0395,112.296,0.188,5,0,-20.7,9,304
5ykXsKJqx0GE0dsogxjylG,0.481,0.964,0.0837,117.963,0.323,4,1,-14.384,2,305
1vMzyuKkIvB4d2kj7SCMv3,0.149,0.949,0.0376,78.744,0.0312,4,0,-18.95,2,306
0bcGY7mfG10QfeaDbz97hC,0.272,0.992,0.19,72.059,0.00397,4,0,-31.601,1,307
6yeqdGVLtsMucpxRZ9Hz6v,0.266,0.956,0.0399,185.654,0.0767,4,0,-19.58,6,308
1qbsaOxbQKRLDTSyS6XcFG,0.323,0.992,0.0353,67.322,0.00258,4,1,-37.052,0,309
6KMYMRtdJl6lrubE7MbVMN,0.0715,0.957,0.0357,77.504,0.0485,3,1,-21.753,5,310
2pr6us08iPNzIex5q6fMvI,0.483,0.994,0.2,76.384,0.0176,4,0,-25.501,7,311
6kQsS6IALerD0Wa8PJloPf,0.233,0.482,0.0857,85.021,0.537,4,1,-13.141,3,312
1ZNlk8aE9BhgCxTlm53KAX,0.0883,0.929,0.044,70.953,0.0624,3,1,-26.789,3,313
5fY5gnb48X4m80sPTz6GLR,0.375,0.987,0.135,119.581,0.00723,4,0,-41.935,7,314
72XHAwIqoQF3awnqfGHzSX,0.221,0.947,0.0399,115.706,0.194,4,0,-14.128,2,315
2NLp5rLOEesztqxaCczhtE,0.122,0.913,0.114,80.962,0.12,3,1,-22.047,0,316
1OacCHsUQIAuUtlqv4I0c2,0.372,0.94,0.117,89.812,0.112,4,1,-19.78,7,317
77Z7XS4SNSN7EZve9nkPGP,0.239,0.977,0.158,168.814,0.249,4,0,-12.373,2,318
3hO3haFBsrcCzIFd6HJXnj,0.401,0.994,0.0378,73.103,0.0109,4,0,-28.756,4,319
5kSZceAL0NkkWeDNEgC14b,0.365,0.95,0.32,154.74,0.267,4,1,-19.059,1,320
5KGf2YteIJOZrpV98qQHiV,0.414,0.968,0.427,115.634,0.109,3,1,-20.765,10,321
6W4OTAu8XW5p2Ac4aAIUDl,0.377,0.916,0.254,118.576,0.108,4,1,-23.493,9,322
4E1Rquqd8ZAnOy3BYK0K1Z,0.224,0.986,0.0342,62.64,0.0591,4,1,-24.575,1,323
4ZTY5VL2UbVghLuVkhAQdc,0.329,0.886,0.159,101.172,0.0793,4,1,-18.199,2,324
5U7cJQOGKpDDXCgaXDy5oC,0.0833,0.946,0.0357,82.832,0.111,4,0,-23.115,2,325
23Beog8URdRIIKuN4emwu2,0.312,0.887,0.186,84.762,0.132,4,1,-20.458,2,326
1zWaVBjPgKcFM25rpAAjKc,0.302,0.96,0.124,93.52,0.235,4,1,-18.546,0,327
0abApP5Xl9PVwuE0Vo4Oyz,0.343,0.987,0.0844,67.339,0.182,3,0,-19.708,7,328
79kGOM2eXbPvcpWCGUwKLz,0.0826,0.888,0.0777,78.238,0.0527,4,1,-23.465,9,329
6gKtGkDTPjVMsWt02bGCHn,0.264,0.989,0.16,137.183,0.0782,4,1,-23.093,9,330
5U2go4Bj0JwmAjfGM1pSix,0.177,0.667,0.0879,67.516,0.0202,4,1,-32.301,7,331
2yJVk6jfa2xAEqVb2qDFgn,0.0745,0.414,0.0383,79.865,0.0773,4,1,-20.663,7,332
0ZdliwFyLsOCfD6hPSgoXX,0.45,0.914,0.451,116.322,0.266,4,1,-17.195,2,333
1zyhUOh2S5IL1BuXQ0QZUY,0.18,0.995,0.0358,127.976,0.0857,3,1,-26.068,5,334
5eRfljNo9nICHm8i77T1rA,0.417,0.994,0.0552,66.278,0.0174,3,1,-27.388,4,335
5NFdOi3KqJ76VfrMKKG7kt,0.227,0.966,0.354,78.388,0.234,4,1,-24.389,9,336
7JC3Est8tdw3nMzBg2P2EQ,0.253,0.723,0.0894,113.484,0.109,4,0,-21.238,11,337
06y8DoxhcukGlIChYmRWQ8,0.454,0.92,0.169,80.593,0.087,4,1,-27.567,5,338
6wjGdF8J2bMCH4yBwmWK1i,0.14,0.867,0.0331,142.239,0.159,3,0,-17.845,1,339
05iURKvut2OWEzPHQUhDT5,0.0685,0.942,0.073,74.996,0.0173,1,0,-26.846,1,340
5181uYwbI08a0c7GRokOiP,0.514,0.819,0.249,91.637,0.656,4,1,-17.541,0,341
3wcoGdd2Ff7wq76TyQfLko,0.459,0.986,0.17,96.625,0.102,4,1,-20.418,0,342
48bFgWuYofpZqmIxC82R8V,0.167,0.948,0.0366,76.877,0.0439,4,0,-17.999,0,343
1nmeX39rjGxyaoSkPxSHwr,0.169,0.785,0.89,143.052,0.495,4,1,-18.897,2,344
1oDAFTOXZGSQedBa6hXGhT,0.312,0.911,0.0681,111.006,0.0141,4,0,-33.727,4,345
28e39ZgF4yqqmRCr8bw8kR,0.52,0.949,0.0317,120.051,0.125,3,0,-19.498,5,346
7qBdLnaOLZq3mwsuTkR3QI,0.212,0.921,0.0492,121.245,0.0734,4,0,-19.839,0,347
5PtmAQ3m2jxhUkDVFQAJag,0.144,0.985,0.132,94.496,0.023,4,1,-24.469,5,348
5Tmnulmezi9JdtAGnv7hrD,0.216,0.99,0.143,71.781,0.11,4,0,-19.935,7,349
3TPucnH2T71lgcmhsTZVMT,0.369,0.967,0.239,114.416,0.246,4,1,-17.208,5,350
6PUxLuMvpJWKqdaGWLE0OI,0.0938,0.819,0.0275,85.33,0.0485,4,1,-27.398,9,351
1LWabh9wqLITaRpYe82PoD,0.591,0.995,0.187,102.35,0.304,3,1,-16.902,2,352
4BkaO57Zh4Ra5aMIwrzAeT,0.163,0.391,0.0372,81.52,0.245,4,1,-14.819,0,353
3Cf47MOQsa3ijid90gr5Io,0.435,0.988,0.152,141.316,0.0428,4,1,-25.853,0,354
1IjGt7mCNDy353JeN33aa0,0.556,0.986,0.736,115.976,0.667,3,0,-12.111,2,355
6EKywtYHtZLAvxyEcqrbE7,0.211,0.47,0.138,52.7,0.199,4,1,-19.105,0,356
0QmpiO73JLMaCUFrt8p5ig,0.315,0.937,0.388,156.194,0.248,4,1,-17.071,2,357
4HEoHSEH8cEYGJBzOgXqX3,0.336,0.994,0.0677,63.588,0.0255,5,0,-28.163,1,358
5zO6zyBZd6zqdFBBDZKIds,0.212,0.977,0.1,121.764,0.0457,5,1,-26.263,7,359
5YS9gUKBLEOBq0eVZl2klr,0.0727,0.962,0.0348,78.46,0.0185,5,1,-31.899,1,360
1Z43fZwZBbyx2Z9EkWvNs5,0.348,0.992,0.416,131.93,0.0609,4,1,-28.538,9,361
3K71TpchjPULaBz6GWH5Mf,0.521,0.995,0.746,122.526,0.00755,4,1,-31.584,7,362
0rkajHs0Kcw73nFDlKmuBk,0.479,0.995,0.288,72.657,0.0312,4,1,-26.821,5,363
47oK8fKXXVGsFttsaaUrnu,0.114,0.902,0.0742,66.324,0.21,4,1,-13.057,3,364
0P3TUNfXfhdJ4rgdZAUL6i,0.138,0.931,0.0387,148.02,0.114,4,1,-21.041,7,365
4IIt36M11AQ5bHdzFQLEny,0.492,0.982,0.0791,131.792,0.507,4,1,-9.464,7,366
2Ow0yMUSccQ4vmfq8pyCCF,0.121,0.978,0.03,95.821,0.0238,4,1,-28.614,4,367
7JQfc4yI4R8E4WOUYR7HD9,0.252,0.956,0.0299,79.857,0.0516,5,1,-21.321,5,368
6kdDZ23tGL1g5cr1RjBlhj,0.0613,0.971,0.0348,67.25,0.0313,4,1,-29.613,6,369
6jY3uqkhNYBfysbyovBKH7,0.188,0.69,0.0392,99.485,0.28,4,1,-15.918,1,370
6NUDX9BO3aj5iE4a0FZl7X,0.214,0.869,0.142,94.913,0.343,3,1,-14.629,7,371
7oQ3nJCQKM5KMYIi96vAMr,0.34,0.903,0.23,103.789,0.123,3,0,-17.154,2,372
1bA0ykot0FXsQZ2QYgErSD,0.295,0.99,0.167,113.496,0.213,4,1,-18.725,2,373
6ePBP1QrbQBrAJawrV8kiz,0.347,0.954,0.149,112.332,0.0383,4,1,-33.55,11,374
489iiJI4OL84YdgrKJPTFd,0.146,0.987,0.0368,72.227,0.00729,3,0,-27.163,9,375
3DNRdudZ2SstnDCVKFdXxG,0.184,0.995,0.151,170.612,0.00527,3,0,-37.264,1,376
1VVctyBSkwixu6hV2W2yA5,0.124,0.777,0.0427,175.161,0.165,4,1,-16.056,7,377
6FbPeP7zBqDfWUFSotbmUq,0.385,0.933,0.201,109.346,0.241,3,1,-14.508,2,378
0NQ9NrEQx22mr2CJc2h5J6,0.173,0.976,0.164,109.119,0.196,4,0,-16.3,6,379
3hiuAbARNcPiVeTqvRFeuj,0.495,0.995,0.279,68.731,0.00992,4,1,-32.304,5,380
39cTvx39ILgwshUQvMYSW5,0.395,0.869,0.19,142.093,0.112,4,0,-18.92,6,381
4crt0YfhobrACFanvo5ECU,0.0865,0.912,0.0314,85.214,0.0491,4,1,-27.372,1,382
0sPzBdSWYsp5X9qLyplRVV,0.148,0.941,0.0386,75.46,0.07,4,0,-19.721,4,383
4tZIHyRe46VpgRYMJWcqPO,0.161,0.978,0.0477,70.282,0.261,5,1,-13.907,2,384
4lp0WIccE338F5jRuLFDlb,0.264,0.95,0.12,109.59,0.179,4,0,-18.144,11,385
4W18MvpMRFd58dSVidxdO9,0.276,0.979,0.0584,127.32,0.112,4,0,-19.338,6,386
6EThx74b5Y29qE1M8WzXcl,0.381,0.975,0.287,137.113,0.123,4,1,-24.168,2,387
4RDQc1lHscLD6i8WjzwpyG,0.316,0.995,0.0943,66.452,0.0151,4,1,-29.192,3,388
5iIhoI5u2l8BxfyjTSUPjy,0.0738,0.978,0.0375,68.847,0.0929,4,1,-24.471,11,389
56n8IKs5nYRg3UQp0eMPeU,0.087,0.411,0.0398,167.071,0.309,4,1,-10.391,2,390
6eiERZXZqMNYk7RjqR9Ucd,0.154,0.991,0.0358,75.674,0.00316,3,0,-26.868,6,391
47ZWr1Nb0PUgmKgyg5JkgO,0.31,0.988,0.0969,145.074,0.218,4,1,-21.398,9,392
1Dl44SWywsIDdz1GgIp9gG,0.643,0.821,0.138,109.175,0.272,4,1,-13.966,9,393
1CXvQuCr7gVgaYbOO41Ohq,0.519,0.937,0.353,135.245,0.0774,3,0,-23.593,7,394
50mL6pbI0uI6YX1xbSer7g,0.189,0.817,0.0834,141.659,0.343,4,1,-20.314,4,395
29pwVfqcpxEMMiISu1WMgc,0.168,0.911,0.0679,68.076,0.022,4,1,-27.885,2,396
6qNQcYitWE3mY2WDaTv6Kc,0.39,0.77,0.682,157.63,0.431,3,1,-11.647,4,397
2KjHhl4FfRb9t9wIJoRID6,0.328,0.0185,0.0569,119.596,0.479,4,1,-13.336,4,398
5mMV6EaKeZWkGFvE1xg13n,0.379,0.948,0.145,91.72,0.321,4,1,-12.44,9,399
0CvurfkYd3WxmfFXLQi7PM,0.319,0.963,0.039,131.702,0.133,4,1,-15.784,10,400
13PUJCvdTSCT1dn70tlGdm,0.601,0.743,0.394,144.994,0.537,3,1,-9.464,6,401
5jtPTEELQcvrORodZk7sVS,0.163,0.992,0.0384,75.29,0.103,3,1,-22.25,2,402
1gMURuwnafL9A2LHy6wWlY,0.395,0.909,0.0334,159.935,0.271,4,1,-13.445,1,403
7ueP5u2qkdZbIPN2YA6LR0,0.826,0.441,0.272,119.051,0.436,4,1,-9.583,1,404
0mh7eTsBmQj29bkgpQKoPj,0.361,0.835,0.415,163.354,0.23,3,1,-15.517,2,405
3SrEmZTtPBo5Mzsa7qRsQE,0.2,0.991,0.239,75.284,0.00461,4,1,-32.499,10,406
0bXpmJyHHYPk6QBFj25bYF,0.607,0.46,0.16,100.351,0.789,4,0,-8.87,9,407
0siYhJVENxR6aeqH9uAAs3,0.119,0.72,0.0379,91.255,0.17,4,1,-19.254,2,408
27jdUE1EYDSXZqhjuNxLem,0.738,0.0262,0.355,93.458,0.483,4,0,-8.915,6,409
7whKNTYukx5k5Iq89Xb1K4,0.298,0.868,0.0603,108.658,0.148,4,0,-26.245,3,410
1u9fuyMbnR6LTYOzJYUPM7,0.326,0.968,0.0317,65.821,0.0277,4,0,-26.251,11,411
7660HEb7IyHEKK8sfS38Wn,0.176,0.985,0.065,67.809,0.0468,5,1,-24.255,4,412
7vcuTZAFyu0Z5dgMRLR0h0,0.61,0.808,0.552,94.088,0.275,4,1,-10.644,6,413
64Rc8eAYEcIVK486usaKtb,0.384,0.985,0.109,68.938,0.1,3,0,-22.24,1,414
1R3zENfVNFJgjXdc8vtSzi,0.497,0.951,0.305,107.393,0.184,4,0,-19.186,10,415
3N7pO8GWm5qYH8S83ohU5c,0.541,0.683,0.058,130.016,0.306,4,1,-13.773,7,416
5HkUwvLeE5Lhd2FZjuXncU,0.826,0.554,0.508,122.745,0.352,4,0,-13.161,1,417
5pRvd7BtQZ42S9zegc0nOa,0.284,0.681,0.121,136.37,0.433,4,1,-7.73,11,418
4K5o0A7lQpHox49jSNc7Yk,0.0618,0.376,0.0317,56.572,0.671,4,1,-26.211,1,419
7pfo4j1AsU4Cm15UmXMkTB,0.49,0.921,0.0563,128.173,0.25,4,1,-12.766,9,420
6ylnImVpCCEmXFUD3PZySf,0.51,0.883,0.188,115.115,0.255,3,1,-15.903,0,421
5q9I3E4jRL85TLeWKvBWMF,0.157,0.993,0.0335,68.191,0.0209,3,1,-26.371,4,422
5EhvDAos2Ppf82XN5EV60u,0.191,0.934,0.0382,180.056,0.0773,3,1,-24.098,10,423
39KnSmqRkxkIUtiWxzB7nN,0.0947,0.952,0.0274,87.441,0.00886,4,1,-34.089,0,424
6DXFVsLcEvOTSrkG9G1Cb1,0.762,0.902,0.467,109.351,0.481,4,1,-12.744,0,425
7utRJ4BeYx85khzP3lKoBX,0.498,0.835,0.312,153.744,0.242,4,1,-12.238,9,426
4NsPgRYUdHu2Q5JRNgXYU5,0.429,0.992,0.207,74.677,0.01,1,1,-25.164,2,427
3K9PY33TKt25UXX6YymFQq,0.516,0.933,0.342,141.995,0.185,4,0,-17.061,0,428
3Otjx9ULpmWdUbkDTYDXHc,0.418,0.841,0.213,82.803,0.249,4,1,-13.744,3,429
5Q5MFVjUWVNgb7XBerPdbQ,0.0672,0.969,0.0701,70.521,0.0119,1,1,-41.808,6,430
28VwmnD29YNEMh6OwI2uLH,0.455,0.992,0.12,108.791,0.121,4,1,-22.339,1,431
1zQX8Tf3fRYw8Djxh5kUKq,0.732,0.482,0.187,118.994,0.468,4,0,-13.662,9,432
7DDRPKLKFIvDbNSQmnz19Y,0.439,0.395,0.193,127.44,0.469,4,1,-9.283,9,433
4J8WVHRtXM6SMgsF7qohXy,0.736,0.00101,0.0802,120.995,0.68,4,0,-7.036,4,434
7ocJPvoS4xnFcaFc4B3AJj,0.0992,0.977,0.0342,89.717,0.012,3,0,-29.215,3,435
7jqzZyJJLrpkRFYGpkqSK6,0.552,0.0364,0.212,120.012,0.643,4,1,-7.36,0,436
3Tnc6rvBZIgilMUw7lwfb0,0.0991,0.972,0.0398,88.46,0.1,3,1,-19.207,0,437
7MVuuF7Jvof8rYYZ2qxDO1,0.6,0.726,0.553,79.705,0.372,3,1,-10.477,0,438
1cWHaz5GDrhfnkXTIYlGHh,0.149,0.992,0.0592,82.003,0.0271,3,1,-33.771,5,439
7ctUWHg9gzPgPGb3dC5sxD,0.0591,0.971,0.0329,64.19,0.0283,5,1,-27.94,8,440
4FfdmvdBN0LnLENhgJrpdQ,0.266,0.794,0.0548,214.998,0.374,4,1,-15.709,0,441
3LKOq8Tsv3ufu8t1LLQf9Y,0.144,0.858,0.0761,140.321,0.2,4,0,-21.045,2,442
4xHpqKKjWAULcbFlVefLrw,0.449,0.987,0.105,124.936,0.0844,4,0,-19.391,9,443
31qNACH7nd93EmGfMD3BZh,0.544,0.99,0.166,132.0,0.0508,4,1,-22.612,8,444
1kLeO0H9TdEewIZdr7Zi2i,0.0833,0.935,0.0361,70.329,0.00524,4,1,-36.281,7,445
6q4c1vPRZREh7nw3wG7Ixz,0.412,0.991,0.0389,85.462,0.159,4,1,-14.214,9,446
4yLSpYlcO0jPPLTa3nW8zN,0.174,0.994,0.0347,167.972,0.178,3,0,-18.717,1,447
3weNRklVDqb4Rr5MhKBR3D,0.191,0.961,0.0453,132.617,0.0582,1,1,-25.398,8,448
12zGav4UDhMJ9l7vzfVOLJ,0.136,0.99,0.0326,75.842,0.105,4,0,-22.091,3,449
1sGpjDlrzobaQW6nUPmVIR,0.304,0.932,0.0481,68.205,0.0962,3,1,-25.51,8,450
1Qr6LFKNBFNNa2y6nMDO31,0.119,0.945,0.0333,94.577,0.0758,4,1,-23.943,8,451
2jIzdKKB7DlK00XIiV82Hj,0.543,0.996,0.61,111.093,0.0609,4,0,-27.743,5,452
37tufW93qg0vXFHJB4a9Jr,0.178,0.842,0.038,114.293,0.0622,3,0,-28.388,8,453
0VLascXUZ2Ze2u5kUD5J1f,0.277,0.992,0.0495,131.571,0.0314,3,1,-30.21,2,454
3lzMmk9e8kgotG1CAAIHJl,0.305,0.911,0.039,129.929,0.0596,3,0,-25.456,9,455
2AkcjsKlRbIBYGAgpQVFii,0.484,0.991,0.0559,100.084,0.192,4,1,-15.378,2,456
4ig4joRGrX6jA2ln18ayR6,0.167,0.879,0.0801,77.706,0.0387,4,1,-29.153,0,457
5ytTh89FP1FkmnmZT6tB6f,0.454,0.993,0.189,76.747,0.0793,4,1,-21.326,2,458
7Jd0MqZq15T4pDWts2G6Yl,0.324,0.987,0.0383,120.169,0.0379,4,1,-25.247,11,459
2DcmhjYX4EPPPNQ8h3nCGS,0.199,0.986,0.0379,75.686,0.00553,4,1,-37.848,7,460
1XuTyNtFLZvBBBHtgte5F2,0.159,0.73,0.0508,81.247,0.0956,5,1,-25.046,7,461
0Fi9tYRYSsMPzNVYdgHY7Q,0.413,0.992,0.262,76.787,0.256,4,1,-21.65,5,462
6fhOQyZheqDxS6Ojcdvjoa,0.203,0.453,0.025,45.653,0.592,4,1,-26.017,1,463
2nDAn2iLXJy8PjlO1d4C11,0.153,0.915,0.0397,85.564,0.127,4,1,-13.916,8,464
72cX11D3ueOjvAKIcu5Iyq,0.13,0.631,0.0359,74.439,0.0656,4,0,-24.475,7,465
2P44ghy6DBkttap6YzBBZQ,0.598,0.0901,0.863,127.422,0.784,4,0,-15.346,11,466
1xENEC0HxSOoXojZMYxoGW,0.244,0.99,0.0533,69.593,0.0185,4,1,-26.384,0,467
2dphvmoLEXdk8hOYxmHlI3,0.38,0.00722,0.429,173.139,0.663,4,1,-10.476,1,468
1GstcZ4ooGDwEFlB9a66H6,0.224,0.965,0.149,140.363,0.164,3,0,-15.992,0,469
2MvvoeRt8NcOXWESkxWn3g,0.49,0.526,0.0483,127.783,0.47,4,1,-9.35,4,470
6onVtBLxZpq4cwMa3fUMJs,0.151,0.993,0.127,75.079,0.00153,3,0,-45.393,1,471
4XtSFmYImePldNHIEzDeF6,0.231,0.894,0.0361,76.391,0.0159,3,1,-32.888,11,472
7p98zfyf7VkIndtmWA6iGr,0.076,0.975,0.0768,81.758,0.0341,4,0,-28.668,9,473
4yoa5IPElyb73W9EH5XQB8,0.638,0.629,0.0594,107.973,0.272,4,0,-15.337,2,474
0nNiyH4NViNdsL0JJz5yce,0.53,0.993,0.461,61.14,0.00779,4,1,-23.281,1,475
1WMit3lMSjlbgXKEQvjseh,0.28,0.549,0.00877,84.155,1.0,3,0,-15.965,10,476
4d2lZ5gmuWIChihZP21Fva,0.14,0.984,0.332,74.967,0.28,4,1,-14.69,0,477
1T8Y5s4PMRKAD05b4KOyNj,0.414,0.971,0.189,70.554,0.0269,3,1,-31.668,5,478
4OPAnOMXOgsqUQRFji7dbf,0.323,0.983,0.0385,62.451,0.113,4,0,-22.311,11,479
6xwhCiWXREsAIQVZqHswVw,0.267,0.98,0.108,141.012,0.0154,4,1,-22.922,1,480
7BzhqmRj3iOZXqMHqiifHr,0.552,0.974,0.316,87.485,0.15,4,1,-16.746,3,481
0BeN6CA7RuwNdJa64NV1l0,0.288,0.994,0.054,74.662,0.00341,4,1,-36.278,1,482
56cKYgizZz5qmyPYGbt2oF,0.529,0.984,0.204,104.034,0.0361,3,0,-23.165,5,483
5MSfgtOBZkbxlcwsI9XNpf,0.659,0.329,0.382,139.952,0.716,4,1,-7.816,9,484
1jMJNYdEpb3c5S6j3Ca9np,0.17,0.988,0.0521,66.182,0.0722,3,1,-19.233,6,485
6imKHLNom4xjEj2n3ZbKHr,0.421,0.819,0.553,88.537,0.426,4,1,-11.011,2,486
6zwUw48YOZL1CE8toS0WGN,0.15,0.686,0.0345,63.164,0.0806,5,1,-15.495,8,487
2MZSXhq4XDJWu6coGoXX1V,0.558,0.996,0.37,157.811,0.0259,4,1,-30.016,8,488
26OL426Xz2D2zCVCtidEmj,0.266,0.985,0.094,74.233,0.011,4,0,-32.628,11,489
3srcCsCjdbsXQKoWLCXFe5,0.304,0.983,0.0364,77.84,0.0116,4,0,-33.19,7,490
5uWzSBJKqdSKJ3uMrYYUIT,0.279,0.103,0.135,115.13,0.472,3,1,-16.42,4,491
3q0Ks78ADSomVdDSap32mz,0.122,0.952,0.0362,148.561,0.0161,5,1,-33.108,8,492
7sHCz2xHuJihrERCnUkmLg,0.827,0.995,0.39,61.985,0.00906,3,1,-24.708,7,493
0q6LuUqGLUiCPP1cbdwFs3,0.689,1.51e-05,0.578,120.423,0.739,4,1,-5.81,2,494
4BaK0vKDFDOSZTscvN9Cdt,0.263,0.95,0.0888,138.718,0.0208,3,1,-32.645,7,495
2ir2gcSm7S0H1Fa7oGKfLr,0.66,0.123,0.295,125.747,0.566,4,1,-8.255,0,496
